Rule
['High CN'] --> ['High CRF']
['High CN'] --> ['High ESF']
['High CN'] --> ['High TN']
['High CN'] --> ['Mild Anxiety']
['High CN'] --> ['Mild Stress']
['High CN'] --> ['Moderate CP']
['High CN'] --> ['Moderate Depression']
['High CN'] --> ['Moderate PostTest']
['High CN'] --> ['Moderate PreTest']
['High CN'] --> ['Moderate Stress']
['High CN'] --> ['Moderate TP']
['High CN'] --> ['Negative Delta']
['High CN'] --> ['Neutral Delta']
['High CN'] --> ['Severe Anxiety']
['Severe Depression'] --> ['High CP']
['High CRF'] --> ['High TN']
['High CRF'] --> ['Mild Stress']
['High CRF'] --> ['Moderate PostTest']
['High CRF'] --> ['Moderate Stress']
['High ESF'] --> ['High TN']
['High ESF'] --> ['Low TP']
['High ESF'] --> ['Mild Stress']
['High ESF'] --> ['Moderate PostTest']
['High ESF'] --> ['Moderate Stress']
['High ESF'] --> ['Severe Anxiety']
['Low PreTest'] --> ['High PostTest']
['Low TP'] --> ['High PostTest']
['Moderate Stress'] --> ['High PostTest']
['Severe Depression'] --> ['High PostTest']
['Low TP'] --> ['High PreTest']
['Severe Depression'] --> ['High PreTest']
['High TN'] --> ['Low ESF']
['High TN'] --> ['Mild Depression']
['High TN'] --> ['Mild Stress']
['High TN'] --> ['Moderate Anxiety']
['High TN'] --> ['Moderate CN']
['High TN'] --> ['Moderate CP']
['High TN'] --> ['Moderate Depression']
['High TN'] --> ['Moderate PostTest']
['High TN'] --> ['Moderate Stress']
['High TN'] --> ['Moderate TP']
['High TN'] --> ['Neutral Delta']
['High TN'] --> ['Severe Anxiety']
['Severe Depression'] --> ['High TP']
['Low PreTest'] --> ['Low CN']
['Low ESF'] --> ['Mild Anxiety']
['Low ESF'] --> ['Mild Stress']
['Low ESF'] --> ['Moderate Depression']
['Low PreTest'] --> ['Low TN']
['Low PreTest'] --> ['Moderate CP']
['Low PreTest'] --> ['Moderate CRF']
['Low PreTest'] --> ['Moderate ESF']
['Low PreTest'] --> ['Moderate TP']
['Low PreTest'] --> ['Normal Depression']
['Low PreTest'] --> ['Normal Stress']
['Low PreTest'] --> ['Positive Delta']
['Low PreTest'] --> ['Severe Anxiety']
['Low TP'] --> ['Mild Depression']
['Low TP'] --> ['Mild Stress']
['Low TP'] --> ['Moderate Anxiety']
['Low TP'] --> ['Moderate CN']
['Low TP'] --> ['Moderate CP']
['Low TP'] --> ['Moderate CRF']
['Low TP'] --> ['Moderate Depression']
['Low TP'] --> ['Moderate TN']
['Low TP'] --> ['Positive Delta']
['Low TP'] --> ['Severe Anxiety']
['Mild Stress'] --> ['Moderate PostTest']
['Mild Stress'] --> ['Severe Depression']
['Moderate Anxiety'] --> ['Moderate PostTest']
['Moderate Stress'] --> ['Moderate Anxiety']
['Moderate CN'] --> ['Moderate Stress']
['Severe Depression'] --> ['Moderate CN']
['Moderate CP'] --> ['Moderate Stress']
['Severe Depression'] --> ['Moderate CRF']
['Moderate Depression'] --> ['Moderate PostTest']
['Moderate Depression'] --> ['Moderate Stress']
['Severe Depression'] --> ['Moderate ESF']
['Moderate PostTest'] --> ['Moderate PreTest']
['Moderate Stress'] --> ['Moderate PreTest']
['Moderate Stress'] --> ['Moderate TN']
['Moderate Stress'] --> ['Moderate TP']
['Moderate Stress'] --> ['Neutral Delta']
['Moderate Stress'] --> ['Severe Anxiety']
['Severe Depression'] --> ['Moderate TN']
['Negative Delta'] --> ['Severe Anxiety']
['Negative Delta'] --> ['Severe Depression']
['Neutral Delta'] --> ['Severe Anxiety']
['Severe Anxiety'] --> ['Severe Depression']
"['High CN', 'High TP'] --> ['High CP']"
"['Moderate CRF', 'High CN'] --> ['High CP']"
"['High CN', 'Normal Depression'] --> ['High CP']"
"['High CN', 'Normal Stress'] --> ['High CP']"
"['Positive Delta', 'High CN'] --> ['High CP']"
"['High CN', 'High TP'] --> ['High PostTest']"
"['Moderate CRF', 'High CN'] --> ['High PostTest']"
"['High PostTest', 'High CN'] --> ['Moderate ESF']"
"['High CN', 'Normal Depression'] --> ['High PostTest']"
"['High CN', 'Normal Stress'] --> ['High PostTest']"
"['Positive Delta', 'High CN'] --> ['High PostTest']"
"['High CN', 'High TP'] --> ['Moderate CRF']"
"['High CN', 'High TP'] --> ['Moderate ESF']"
"['High CN', 'High TP'] --> ['Normal Depression']"
"['High CN', 'High TP'] --> ['Normal Stress']"
"['High CN', 'High TP'] --> ['Positive Delta']"
"['Moderate CRF', 'High CN'] --> ['Moderate ESF']"
"['Moderate CRF', 'High CN'] --> ['Normal Depression']"
"['Moderate CRF', 'High CN'] --> ['Normal Stress']"
"['Moderate CRF', 'High CN'] --> ['Positive Delta']"
"['High CN', 'Normal Depression'] --> ['Moderate ESF']"
"['High CN', 'Normal Stress'] --> ['Moderate ESF']"
"['Positive Delta', 'High CN'] --> ['Moderate ESF']"
"['High CN', 'Normal Depression'] --> ['Normal Stress']"
"['High CN', 'Normal Depression'] --> ['Positive Delta']"
"['High CN', 'Normal Stress'] --> ['Positive Delta']"
"['Low ESF', 'High CRF'] --> ['High CP']"
"['High ESF', 'Neutral Delta'] --> ['High CP']"
"['High CP', 'Moderate Stress'] --> ['High PostTest']"
"['High TN', 'Normal Depression'] --> ['High CP']"
"['High TN', 'Normal Stress'] --> ['High CP']"
"['High CP', 'Moderate Stress'] --> ['High TP']"
"['Low ESF', 'Mild Depression'] --> ['High CP']"
"['Mild Stress', 'Low TN'] --> ['High CP']"
"['Mild Anxiety', 'Mild Stress'] --> ['High CP']"
"['Mild Anxiety', 'Moderate PostTest'] --> ['High CP']"
"['Mild Stress', 'Neutral Delta'] --> ['High CP']"
"['Neutral Delta', 'Moderate Anxiety'] --> ['High CP']"
"['High CP', 'Moderate Stress'] --> ['Moderate ESF']"
"['High CP', 'Moderate Stress'] --> ['Positive Delta']"
"['Low ESF', 'High CRF'] --> ['High PostTest']"
"['Neutral Delta', 'High CRF'] --> ['High PostTest']"
"['Neutral Delta', 'High CRF'] --> ['High PreTest']"
"['Low ESF', 'High CRF'] --> ['High TP']"
"['Low ESF', 'High CRF'] --> ['Low CN']"
"['Low ESF', 'High CRF'] --> ['Low TN']"
"['Low ESF', 'High CRF'] --> ['Normal Anxiety']"
"['Low ESF', 'High CRF'] --> ['Normal Depression']"
"['Low ESF', 'High CRF'] --> ['Normal Stress']"
"['Low ESF', 'High CRF'] --> ['Positive Delta']"
"['Neutral Delta', 'High CRF'] --> ['Moderate CN']"
"['Neutral Delta', 'High CRF'] --> ['Moderate ESF']"
"['Neutral Delta', 'High CRF'] --> ['Moderate TN']"
"['High ESF', 'Mild Depression'] --> ['High PostTest']"
"['High ESF', 'Neutral Delta'] --> ['High PostTest']"
"['High ESF', 'Neutral Delta'] --> ['High PreTest']"
"['High ESF', 'Neutral Delta'] --> ['High TP']"
"['High ESF', 'Neutral Delta'] --> ['Low CN']"
"['High ESF', 'Neutral Delta'] --> ['Low TN']"
"['Mild Anxiety', 'High ESF'] --> ['Moderate TP']"
"['Mild Anxiety', 'High ESF'] --> ['Normal Stress']"
"['High ESF', 'Mild Depression'] --> ['Moderate TN']"
"['High ESF', 'Mild Depression'] --> ['Normal Stress']"
"['High ESF', 'Mild Depression'] --> ['Positive Delta']"
"['High ESF', 'Neutral Delta'] --> ['Normal Depression']"
"['High ESF', 'Neutral Delta'] --> ['Normal Stress']"
"['High PreTest', 'Moderate Stress'] --> ['High PostTest']"
"['Moderate PreTest', 'High TN'] --> ['High PostTest']"
"['High TN', 'Normal Depression'] --> ['High PostTest']"
"['High TN', 'Normal Stress'] --> ['High PostTest']"
"['Moderate Stress', 'High TP'] --> ['High PostTest']"
"['Low TP', 'Low CN'] --> ['High PostTest']"
"['Low CN', 'Mild Stress'] --> ['High PostTest']"
"['Low ESF', 'Mild Depression'] --> ['High PostTest']"
"['Low ESF', 'Severe Anxiety'] --> ['High PostTest']"
"['Mild Stress', 'Low TN'] --> ['High PostTest']"
"['Severe Anxiety', 'Low TN'] --> ['High PostTest']"
"['Low TP', 'Moderate ESF'] --> ['High PostTest']"
"['Low TP', 'Normal Stress'] --> ['High PostTest']"
"['Mild Anxiety', 'Mild Stress'] --> ['High PostTest']"
"['Mild Anxiety', 'Moderate Depression'] --> ['High PostTest']"
"['Neutral Delta', 'Mild Depression'] --> ['High PostTest']"
"['Mild Depression', 'Severe Anxiety'] --> ['High PostTest']"
"['Moderate PreTest', 'Mild Stress'] --> ['High PostTest']"
"['Mild Stress', 'Neutral Delta'] --> ['High PostTest']"
"['Neutral Delta', 'Moderate Anxiety'] --> ['High PostTest']"
"['Moderate PreTest', 'Moderate Depression'] --> ['High PostTest']"
"['Moderate Depression', 'Normal Anxiety'] --> ['High PostTest']"
"['Moderate Stress', 'Moderate ESF'] --> ['High PostTest']"
"['Moderate PreTest', 'Severe Anxiety'] --> ['High PostTest']"
"['Positive Delta', 'Moderate Stress'] --> ['High PostTest']"
"['Low TP', 'Moderate ESF'] --> ['High PreTest']"
"['Low TP', 'Normal Stress'] --> ['High PreTest']"
"['Mild Anxiety', 'Mild Stress'] --> ['High PreTest']"
"['Mild Anxiety', 'Moderate Depression'] --> ['High PreTest']"
"['Mild Anxiety', 'Moderate PostTest'] --> ['High PreTest']"
"['Neutral Delta', 'Mild Depression'] --> ['High PreTest']"
"['Mild Stress', 'Neutral Delta'] --> ['High PreTest']"
"['Neutral Delta', 'Moderate Anxiety'] --> ['High PreTest']"
"['Moderate Depression', 'Normal Anxiety'] --> ['High PreTest']"
"['High TN', 'Normal Depression'] --> ['High TP']"
"['High TN', 'Normal Stress'] --> ['High TP']"
"['Moderate CP', 'High TN'] --> ['Moderate TP']"
"['Moderate PreTest', 'High TN'] --> ['Moderate CRF']"
